id,slug,post_title,old_keyword,new_keyword,new_seo_title,new_seo_description,new_body_html
10020,offer-free-coaching-someone-outside-achology,How do I offer free coaching to someone outside Achology?,how do I offer free coaching to someone outside Achology,offer free coaching,How to Offer Free Coaching at Achology,You offer free coaching to people outside Achology through the Get Free Coaching board. Each session earns one CIPS credit toward your level.,"<p>So how do you actually offer <a href=""/free-coaching/"">free coaching</a> to someone outside Achology? Through the Get Free Coaching board, where people outside the community browse and apply for complimentary one-to-one sessions that members have made available. Each session you deliver counts as one <a href=""/help/events-and-mentorship/cips-when-need-them/"">Competency Improvement Practice Session (CIPS)</a> credit, and these become part of your requirements from <a href=""/help/certificates-cpd-accreditation/senior-achologist-two-levels/"">Senior Achologist (Level One)</a> onward.</p>
<h2>How the board works</h2>
<p>Unlike <a href=""/help/events-and-mentorship/valts-achology/"">Virtual Achologist Led Training Sessions (VALTS)</a>, these are not scheduled calendar events you sign up to. You make sessions available on the board, and somebody outside the community, facing a real difficulty or working toward something they actually want, applies for one. You agree a time between you and deliver it.</p>
<p>Each session earns one credit, <a href=""/help/events-and-mentorship/many-times-coach-same-person-cips/"">up to six with the same individual</a>, and claims are <a href=""/help/certificates-cpd-accreditation/who-verifies-achology-cpd-claims/"">verified by the Society of Modern Applied Psychology (SoMAP)</a> before they reach your record, through <a href=""/help/events-and-mentorship/submit-cpd-credit-claim-hosting-attending/"">the usual claim process</a>.</p>
<h2>Why this is different from coaching a member</h2>
<p>That difference is the entire point of the activity. Coaching a fellow member is valuable, but they understand the learning context, they forgive the rough edges, and at some level they are helping you practise. To offer free coaching to a stranger is a different exercise altogether.</p>
<p>Somebody from outside does none of that. They are not there to assist your development. They have a problem and an hour of your attention, with no shared vocabulary and no allowance made. It is the step from practising in a safe room to doing the actual work, which is why most members find their first session nerve-racking and their fifth genuinely enjoyable.</p>
<h2>Why it waits until Senior Achologist (Level One)</h2>
<p>By the time this becomes a requirement you have completed several <a href=""/courses/"">courses</a>, attended and hosted live sessions, and both received and delivered a good deal of <a href=""/help/events-and-mentorship/pals-earn-them/"">peer coaching</a>. You have also been the client repeatedly, which is where you learn what clumsy coaching feels like from the other chair.</p>
<p>Asking a member to coach a stranger before that point would be asking them to run before walking, and the person on the other side of the session would carry the cost of it. The placement protects them as much as it develops you.</p>
<h2>What it gives the people who apply</h2>
<p>This is the half that is easy to forget while counting credits. The people using that board are receiving genuine one-to-one help at no cost, from someone trained and accountable to <a href=""/help/achology-basics-and-identity/achology-code-ethics/"">a published code of ethics</a>.</p>
<p>That is the same commitment to <a href=""/help/achology-basics-and-identity/achology-s-ten-value-commitments/"">equitable and affordable access</a> that keeps <a href=""/help/achology-basics-and-identity/achology-knowledge-hub-free-read/"">the Knowledge Hub free to read</a> and <a href=""/help/membership-and-access/there-free-achology-membership-include/"">the free membership tier open</a>. If you are on the receiving side and wondering whether the offer is genuine, it is, and it is at free coaching.</p>
"
10021,who-verifies-achology-cpd-claims,Who is responsible for verifying my Achology CPD claims?,who is responsible for verifying my Achology CPD claims,who verifies Achology CPD claims,Who Verifies Achology CPD Claims?,"Who verifies Achology CPD claims? SoMAP does, an independent body of Master Achologists, before anything reaches your official record.","<p>So who verifies Achology CPD claims? Every continuing professional development (CPD) claim you make is verified by <a href=""/accreditation/"">the Society of Modern Applied Psychology</a> (SoMAP), an independent accreditation body that operates separately from Achology's commercial side by design. Nothing you self-report reaches your official record without passing through it. That independence is the entire point: it is what lets your record mean something to anyone outside Achology.</p>
<h2>How the verification actually works</h2>
<p>The pipeline is straightforward, and deliberately not instant. You complete an activity, whether attending a <a href=""/help/events-and-mentorship/valts-achology/"">Virtual Achologist Led Training Session (VALTS)</a>, delivering coaching, or offering a session to someone outside the community, and you <a href=""/help/events-and-mentorship/submit-cpd-credit-claim-hosting-attending/"">submit a claim</a>. SoMAP committee members, all of them Master Achologists, then review each submission independently. Only once a claim is verified is it committed to your official record, which is held in the Achology Member Data Centre and tracks your activity across <a href=""/help/certificates-cpd-accreditation/six-achology-cpd-statuses/"">every member level</a>. Your personal progress checklist is a planning tool; the verified record is the one that counts.</p>
<h2>Why the independence matters</h2>
<p>A professional development record is only worth as much as the process behind it. If Achology simply accepted whatever members reported about themselves, the record would be a list of claims, possibly accurate, with no way for anyone outside to know. A client choosing a coach, an employer reviewing a candidate, an organisation deciding whether a qualification means anything: none of them can audit your honesty directly. What they can rely on is that somebody qualified and independent already did. That is why the check exists, and why the short delay between submitting a claim and seeing it appear is the process doing its job, not a system running slowly.</p>
<h2>What sits alongside it</h2>
<p>Verification is one of two things that make Achology's training checkable from outside. The other is <a href=""/help/certificates-cpd-accreditation/achology-uk-register-learning-providers/"">UK Register of Learning Providers registration</a>, which lists Achology as a registered provider of learning. Together they mean an Achology standing rests on a registered provider plus independent verification behind every level, both of which you can check without taking anyone's word for it.</p>
<h2>What verification produces</h2>
<p>Two kinds of <a href=""/certification/"">certificate</a> come out of this. Completing a course earns a certificate of completion. Reaching a <a href=""/help/certificates-cpd-accreditation/difference-between-certificate-completion-certificate-achievement/"">verified member level</a> on the pathway earns a certificate of achievement, which is the one that carries weight with a client or employer, precisely because an independent body stood behind it. If someone needs to confirm your standing, <a href=""/help/certificates-cpd-accreditation/verify-achology-certificate/"">how an Achology certificate is verified</a> explains the check from their side.</p>"
10022,personal-progress-checklist-count-official-cpd,Is my personal progress checklist considered part of my CPD record?,is my personal progress checklist considered part of my CPD record,personal progress checklist,Does Your Personal Progress Checklist Count?,"Your personal progress checklist is a planning tool, not your official record. Only SoMAP-verified claims count as official CPD.","<p>So does your personal progress checklist count as your official CPD record? No. The checklist is a planning tool. Your continuing professional development (CPD) record is the official one, and it holds only what <a href=""/help/certificates-cpd-accreditation/who-verifies-achology-cpd-claims/"">the Society of Modern Applied Psychology (SoMAP) has independently verified</a>.</p>
<h2>The difference between the two</h2>
<p>Your personal progress checklist is yours to keep. It shows what you have done and what is still outstanding for <a href=""/help/certificates-cpd-accreditation/six-achology-cpd-statuses/"">the next member level</a>, and it is genuinely useful for keeping track of where you are. What it carries is no standing at all. Ticking a box on it moves you nowhere.</p>
<p>The official record is held in the Achology Member Data Centre and contains only verified activity. Something reaches it after it has been <a href=""/help/events-and-mentorship/submit-cpd-credit-claim-hosting-attending/"">submitted as a claim</a> and confirmed by somebody other than you.</p>
<h2>Where this catches people out</h2>
<p>The gap between the two is where members occasionally get an unwelcome surprise: the work genuinely done, the checklist looking healthy, and then a level not arriving, because the underlying claims were never submitted.</p>
<p>The habit that prevents it is simple. Treat the checklist as your plan and the verified record as your score, and submit claims as you go rather than saving up a term's worth. Doing the activity is most of the effort; submitting it is what turns it into progress.</p>
<h2>Why the official record works this way</h2>
<p>This is the part worth understanding, because the delay between doing something and seeing it appear can feel like a system running slowly when it is actually the system working.</p>
<p>A professional development record is only worth as much as the process behind it. If Achology simply accepted whatever members reported about themselves, the record would be a list of claims, possibly accurate, with no way for anyone outside to know. A client choosing a coach, an employer reviewing a candidate, another member choosing a mentor: none of them can audit your honesty directly. What they can rely on is that somebody qualified and independent already did.</p>
<p>That is why <a href=""/help/certificates-cpd-accreditation/is-achology-accredited-somap/"">the accreditation body sits outside Achology's commercial side</a>, and why a self-reported checklist could never be the record, however diligently you kept it.</p>
<h2>When you need to show it to somebody</h2>
<p>The verified record is what you draw on. <a href=""/help/certificates-cpd-accreditation/evidence-cpd-learning-progression-achology/"">How to evidence your progression</a> covers presenting it, <a href=""/help/certificates-cpd-accreditation/verify-achology-certificate/"">how an employer or client verifies a certificate</a> covers the check from their side, and <a href=""/help/certificates-cpd-accreditation/what-achology-certificate-proves/"">what a certificate actually proves</a> sets out the claim it makes.</p>
"
10023,have-retake-code-ethics-training-every,Is it necessary to redo the Code of Ethics training annually?,is it necessary to redo the Code of Ethics training annually,redo the Code of Ethics training,Do You Redo the Code of Ethics Training Yearly?,"Yes, from Achologist Adept onward you redo the Code of Ethics training every 12 months. It runs quarterly, so there are four chances a year.","<p>So do you really have to redo <a href=""/about/code-of-ethics/"">the Code of Ethics</a> training every year? Yes, from <a href=""/help/certificates-cpd-accreditation/achologist-adept/"">Achologist Adept</a> onward. You attend the live training once within every 12 months, at every level from Adept up to and including <a href=""/help/certificates-cpd-accreditation/have-each-year-keep-master-achologist/"">Master Achologist maintenance</a>. It is not required for <a href=""/help/certificates-cpd-accreditation/progress-member-achologist/"">the first step from Achology Member to Achologist</a>.</p>
<h2>How often it runs, and what it costs you</h2>
<p>The training runs quarterly, so there are four opportunities a year to meet a requirement you need to meet once. Attendance is <a href=""/help/certificates-cpd-accreditation/who-verifies-achology-cpd-claims/"">verified by the Society of Modern Applied Psychology (SoMAP)</a> and updated on your record like any other activity.</p>
<p>It is also open to everyone, including the <a href=""/help/membership-and-access/there-free-achology-membership-include/"">free membership tier</a>, so it is one of the few pathway requirements that costs nothing to meet.</p>
<h2>Why annually rather than once</h2>
<p>Because ethics is not a topic you complete.</p>
<p>The <a href=""/help/achology-basics-and-identity/achology-code-ethics/"">Code of Ethics</a> sets the standards of professional conduct expected of every practising Achologist, and it is treated as something you return to and practise rather than a document read once and filed. The people who come to you for help deserve a practitioner who has actively thought about what ethical practice means recently, not somebody who considered it once, years ago, before they had ever sat with a real client.</p>
<p>There is a second reason, which members tend to discover rather than be told. Ethical questions get harder with experience, not easier. The dilemmas troubling a practitioner in their fifth year, about competence limits, about a client they have become fond of, about what to do with something disclosed in confidence, are not the ones covered in their first. Returning annually is what keeps the training useful rather than ceremonial.</p>
<h2>Why it starts at Adept and not before</h2>
<p>The requirement appears exactly where the direction of the pathway reverses. Until Achologist Adept you are receiving: coached by others, taught by others. From Adept you begin delivering, coaching another member for the first time.</p>
<p>Annual ethics training starts at the moment you first sit opposite somebody as the practitioner rather than the client, which is when the code stops being theory.</p>
<h2>How it fits with everything else</h2>
<p>This is one of two ongoing compliance requirements. The other is <a href=""/help/community-and-conduct/many-ccac-sessions-need-complete-often/"">holding eight of your ten Code of Character and Conduct sessions current</a>, which keeps <a href=""/help/community-and-conduct/ccac-green-red-status-mean/"">your status green</a>. One strand keeps your professional practice current; the other keeps your character development live.</p>
<p>The Code of Ethics is also one of <a href=""/help/community-and-conduct/difference-between-code-ethics-ccac-community/"">three separate codes</a>, which are easy to confuse, and its practical expression is <a href=""/help/community-and-conduct/commit-practising-achologist/"">the five commitments every practising Achologist makes</a> to clients.</p>
"
10024,difference-between-certificate-completion-certificate-achievement,How do a certificate of completion and a certificate of achievement differ?,how do a certificate of completion and a certificate of achievement differ,certificate of completion,Certificate of Completion vs Achievement,A certificate of completion confirms you finished a course. A certificate of achievement confirms a verified level on the CPD pathway.,"<p>So what is the difference between the two <a href=""/certification/"">certificates</a> you can be awarded, and why does it matter which one you hold? They record two different kinds of thing. A certificate of completion says you finished a course. A certificate of achievement says you reached a <a href=""/help/certificates-cpd-accreditation/six-achology-cpd-statuses/"">verified member level</a> on the continuing professional development (CPD) pathway.</p>
<h2>The certificate of completion</h2>
<p>You receive one when you finish a course. It confirms you worked through the material and completed it, and it is issued on that basis alone. That is a real milestone and worth having.</p>
<p>What it does not claim is that you can now do the thing the course described. Nobody watched you try.</p>
<h2>The certificate of achievement</h2>
<p>This one is not tied to a single course. As you meet the cumulative requirements for a member level, sessions attended, coaching delivered and received, compliance kept current, and <a href=""/help/certificates-cpd-accreditation/who-verifies-achology-cpd-claims/"">the Society of Modern Applied Psychology (SoMAP) verifies each claim</a>, your progression is recognised with a certificate of achievement.</p>
<p>Behind it sits activity that other people saw: sessions you took part in, coaching you delivered to a real person, feedback given to you by senior members, all of it claimed and independently checked.</p>
<h2>What each one says to an employer</h2>
<p>Picture the two on the same CV. A completion certificate tells an employer you studied a subject and finished the course, which is genuinely worth stating and easy for them to interpret.</p>
<p>An achievement certificate tells them something a candidate cannot easily overstate: that you reached a standard of practice an independent body checked and stood behind. One describes study. The other describes verified competence.</p>
<p>That difference is why <a href=""/help/certificates-cpd-accreditation/verify-achology-certificate/"">an employer or client can verify a certificate</a> directly, and why <a href=""/help/certificates-cpd-accreditation/what-achology-certificate-proves/"">what a certificate actually proves</a> is worth reading before you describe it to anyone.</p>
<h2>Which one matters to whom</h2>
<p>If you are learning for your own sake, completion certificates may be all you ever need, and there is nothing lesser about that.</p>
<p>If you intend to practise, the achievement certificate is the one that carries weight, precisely because somebody other than you confirmed it. It is also the practical form of the distinction between <a href=""/help/outcomes-and-expectations/course-completion-vs-competence/"">completing a course and being competent</a>, which is the honest question behind most people's certificate anxiety.</p>
<p>Neither is a licence or a statutory qualification, and <a href=""/help/certificates-cpd-accreditation/what-does-achology-certification-qualify/"">what an Achology certification qualifies you to do</a> sets out that boundary plainly.</p>
"
10025,achology-uk-register-learning-providers,Is Achology listed on the UK Register of Learning Providers?,is Achology listed on the UK Register of Learning Providers,UK Register of Learning Providers,Achology on the UK Register of Learning Providers,"Achology is listed on the UK Register of Learning Providers (UKRLP), PRN 10099815, with its CPD independently verified through SoMAP.","<p>So is Achology actually on the UK Register of Learning Providers? Yes. Achology holds registration on it, known as the UKRLP, with the Provider Reference Number (PRN) 10099815. The UKRLP is the official record of learning providers in the United Kingdom, and the Provider Reference Number is Achology's unique identifier on it. You can check it yourself rather than taking this page's word for it.</p>
<h2>How to check it</h2>
<p>The UKRLP maintains a public provider lookup. Searching the register for the Provider Reference Number 10099815, or for the Achology name, returns the registered provider entry.</p>
<p>That is the entire point of a public register. Anyone assessing Achology, whether a prospective student, an employer or a training budget holder, can confirm the registration directly at source rather than relying on a claim made on a website.</p>
<h2>What the registration does, and does not, mean</h2>
<p>This is worth being precise about, because it is an area where training providers are often vague and Achology would rather be plain.</p>
<p>Being on the register means Achology is a recognised provider of learning, identifiable by its Provider Reference Number. It does not mean any individual course is a regulated or statutory qualification, and it does not make an Achology certificate an academic award. If the question behind your question is how the two compare, <a href=""/help/comparisons-and-alternatives/achology-certificates-vs-university-degrees/"">how Achology certificates compare to university psychology degrees</a> answers it directly.</p>
<p>Saying so plainly costs nothing and prevents the thing that actually damages people: describing training to an employer or a client in terms it cannot support.</p>
<h2>What sits alongside it</h2>
<p>The registration is one of three things about Achology that can be confirmed from outside without anyone's cooperation.</p>
<p>The second is <a href=""/help/certificates-cpd-accreditation/who-verifies-achology-cpd-claims/"">the Society of Modern Applied Psychology (SoMAP)</a>, the independent body that reviews and confirms every professional development claim before it reaches a member's record, found at thesomap.org. The third is company registration: both trading companies are registered in Scotland with <a href=""/help/privacy-and-legal/achology-s-registered-company-details/"">published company numbers</a>.</p>
<p>What gives an Achology standing its credibility is the combination rather than any one of them: a registered provider, independent verification behind every level, and a named legal entity. <a href=""/help/certificates-cpd-accreditation/is-achology-accredited-somap/"">Achology's accreditation position</a> sets it out in full, and <a href=""/help/certificates-cpd-accreditation/what-achology-certificate-proves/"">what a certificate actually proves</a> covers the claim you can honestly make with it.</p>
"
10026,achology-code-character-conduct-ccac,What is the Achology Code of Character and Conduct (CCaC)?,what is the Achology Code of Character and Conduct (CCaC),Achology's CCaC,What Is Achology's CCaC?,"Achology's CCaC, the Code of Character and Conduct, is a nine-virtue character programme trained through live sessions on the CPD pathway.","<p>So what is Achology's CCaC, the Code of Character and Conduct, and why does a psychology academy have one? The Code of Character and Conduct (CCaC) is Achology's character-development code. It sets out nine virtues, each worked through in its own live session, and its purpose is plainly stated in the handbook itself: not a set of rules, but a shared commitment to the community's growth. It is the character strand of the continuing professional development (CPD) pathway, trained and tracked alongside the ethics strand.</p>
<h2>How it is built</h2>
<p>The CCaC runs as ten live sessions: an introduction, then one session for each of <a href=""/help/community-and-conduct/nine-ccac-virtues/"">the nine virtues</a>, which are Courage, Temperance, Justice, Wisdom, Magnificence, Magnanimity, Friendliness, Truthfulness, and Wittiness. It rests on <a href=""/help/community-and-conduct/achology-s-character-code-based-aristotle/"">Aristotle's virtue ethics</a>: the idea that character is not something you are born with, but something developed through deliberate practice, and that each virtue is a balanced middle point between two extremes, one of excess and one of deficiency.</p>
<h2>What a virtue session is actually like</h2>
<p>A CCaC session is not a lecture on being good. Each virtue is worked through with a set of reflection questions, so the session is really an honest examination of where you sit on that virtue's spectrum. Courage, for example, is the point between recklessness and cowardice, and the session asks you to look at which way you tend to lean, in the company of other members doing the same. That shared honesty is the method: character, in this view, is built by examining it openly, over time, with people who will be straight with you.</p>
<h2>Where it sits on the pathway, and why</h2>
<p>You complete all ten sessions before you move from Achologist to <a href=""/help/certificates-cpd-accreditation/achologist-adept/"">Achologist Adept</a>, then keep <a href=""/help/community-and-conduct/many-ccac-sessions-need-complete-often/"">eight of the ten current</a> within any rolling 12-month period. Achology's CCaC is one of <a href=""/help/community-and-conduct/difference-between-code-ethics-ccac-community/"">three separate codes</a>: distinct from the <a href=""/help/achology-basics-and-identity/achology-code-ethics/"">Code of Ethics</a>, which governs professional practice, and the Community Code of Conduct, which governs behaviour on the community platform. It exists because most training develops only what you can do. The CCaC is how Achology also attends to who you are becoming while you learn, on the plain view that a capable practitioner with poor character helps no one.</p>
"
10027,nine-ccac-virtues,What are Achology's 9 Code of Character and Conduct virtues?,what are Achology's 9 Code of Character and Conduct virtues,nine virtues,The Nine Virtues of Achology's CCaC,"The nine virtues are Courage, Temperance, Justice, Wisdom, Magnificence, Magnanimity, Friendliness, Truthfulness, and Wittiness.","<p>So what are the nine virtues you work through? The nine virtues of the <a href=""/help/community-and-conduct/achology-code-character-conduct-ccac/"">Code of Character and Conduct</a> are Courage, Temperance, Justice, Wisdom, Magnificence, Magnanimity, Friendliness, Truthfulness and Wittiness. Each has its own live session, and together with an introductory session they make up the ten Code of Character and Conduct sessions on the continuing professional development (CPD) pathway.</p>
<h2>The nine, and the extremes each one sits between</h2>
<p>The virtues come from <a href=""/help/community-and-conduct/achology-s-character-code-based-aristotle/"">Aristotle's virtue ethics</a>, where a virtue is not the opposite of a vice but the balanced middle point between two of them, one of excess and one of deficiency. Read that way the list stops being abstract:</p>
<ul>
<li>Courage sits between recklessness and cowardice.</li>
<li>Temperance sits between indulgence and joylessness.</li>
<li>Magnificence and Magnanimity sit between extravagance and meanness, in what you give and in how you carry yourself.</li>
<li>Friendliness sits between flattery and coldness.</li>
<li>Truthfulness sits between boastfulness and false modesty.</li>
<li>Wittiness sits between clowning and humourlessness.</li>
</ul>
<p>Justice and Wisdom are treated differently in that tradition, as the qualities that govern the rest rather than as points on a spectrum of their own, which is why they are not described here as a middle between two extremes.</p>
<h2>What actually happens in a virtue session</h2>
<p>A session is not a lecture on being good. Each virtue is worked through with a set of reflection questions, so the ninety minutes is really an honest examination of where you sit on that virtue's spectrum, in the company of other members doing the same thing.</p>
<p>The middle-point idea is what makes that examination possible. Asked whether you are courageous, most people have no useful answer. Asked which way you tend to lean, toward acting too fast or not acting at all, most people know immediately.</p>
<h2>Why character is trained rather than assumed</h2>
<p>The nine virtues are treated as qualities developed through practice, not traits you either have or lack. That is the whole reason they are taught in recurring live sessions rather than written into a document members are asked to agree to.</p>
<p>It is also why the requirement never completes. Holding <a href=""/help/community-and-conduct/many-ccac-sessions-need-complete-often/"">8 of the 10 sessions current</a> is what keeps <a href=""/help/community-and-conduct/ccac-green-red-status-mean/"">your status green</a>, and green is a condition of progressing from <a href=""/help/certificates-cpd-accreditation/achologist-adept/"">Achologist Adept</a> upward.</p>
<h2>Where this sits in the wider framework</h2>
<p>The Code of Character and Conduct is the character strand of the pathway, running alongside the professional strand kept current through <a href=""/help/certificates-cpd-accreditation/have-retake-code-ethics-training-every/"">annual Code of Ethics training</a>. It is one of <a href=""/help/community-and-conduct/difference-between-code-ethics-ccac-community/"">three separate codes</a>, and distinct again from <a href=""/help/achology-basics-and-identity/character-traits-define-achologist/"">the 22 character traits</a>, which are aspired to rather than tracked.</p>
"
10028,difference-between-code-ethics-ccac-community,"How do the Code of Ethics, CCaC, and Community Code of Conduct differ?","how do the Code of Ethics, CCaC, and Community Code of Conduct differ",three conduct codes,Achology's Three Conduct Codes Explained,"Achology's three conduct codes are the Code of Ethics for practice, the CCaC for character, and the Community Code of Conduct for the platform.","<p>So how do Achology's three conduct codes differ? Achology has three conduct codes, and they are easy to confuse. The <a href=""/help/achology-basics-and-identity/achology-code-ethics/"">Code of Ethics</a> governs professional practice, the <a href=""/help/community-and-conduct/achology-code-character-conduct-ccac/"">Code of Character and Conduct</a> develops character, and the Community Code of Conduct sets the rules for behaviour on the community platform.</p>
<h2>What each one is</h2>
<ul>
<li>The <strong><a href=""/about/code-of-ethics/"">Code of Ethics</a></strong>, formally the Ethical Framework for Practitioners of Applied Psychology, sets the standards of professional conduct expected of every practising Achologist. <a href=""/help/certificates-cpd-accreditation/have-retake-code-ethics-training-every/"">Annual training in it</a> is a continuing professional development (CPD) requirement from Achologist Adept onward.</li>
<li>The <strong>Code of Character and Conduct</strong> is the character-development code: nine virtues trained through <a href=""/help/community-and-conduct/many-ccac-sessions-need-complete-often/"">ten live sessions</a>, forming the character strand of the pathway.</li>
<li>The <strong>Community Code of Conduct</strong> is the rulebook for the <a href=""/help/technical-help/what-is-circle-achology-community/"">Circle community platform</a>, governing how members behave in that shared space.</li>
</ul>
<h2>One situation, three codes</h2>
<p>It helps to see them at work on a single moment. Imagine you are coaching another member in a live session and something sensitive comes up.</p>
<p>The Code of Ethics governs how you handle it professionally: confidentiality, your competence, the client's interests. The Code of Character and Conduct is the character behind that handling, the honesty and humility you bring to the room, which no rule can supply. The Community Code of Conduct covers how you conduct yourself in the group afterwards, in the shared space where other members can see you.</p>
<h2>Why three rather than one</h2>
<p>Because they answer three different questions, and a single document would answer all of them badly.</p>
<p>Rules work for professional obligations, where the standard has to be the same for everybody and enforceable. They do not work for character, which cannot be complied with, only developed, which is why the Code of Character and Conduct is a training programme with <a href=""/help/community-and-conduct/ccac-green-red-status-mean/"">a status that can lapse</a> rather than a document you agree to. And neither of those governs ordinary conduct in a busy online space, which needs plain house rules and <a href=""/help/community-and-conduct/achology-community-rules-moderation/"">moderation to hold them</a>.</p>
<h2>A simple way to hold the difference</h2>
<p>The Code of Ethics is about how you practise with clients. The Code of Character and Conduct is about who you are becoming. The Community Code of Conduct is about how you treat other members day to day.</p>
<p>Two of the three, the Code of Ethics and the Code of Character and Conduct, are trained and tracked on the pathway and together form the two ongoing compliance requirements from <a href=""/help/certificates-cpd-accreditation/achologist-adept/"">Achologist Adept</a> upward. The third simply governs conduct in the community space. Their practical expressions are <a href=""/help/community-and-conduct/commit-practising-achologist/"">the five commitments to clients</a> and <a href=""/help/community-and-conduct/achology-s-five-community-principles/"">the five community principles</a>.</p>
"
10029,many-ccac-sessions-need-complete-often,"How many CCaC sessions do I need to complete, and how often?","how many CCaC sessions do I need to complete, and how often",CCaC sessions,How Many CCaC Sessions Are Required?,"There are ten CCaC sessions in total. All ten are completed before Achologist Adept, then eight of the ten kept current every 12 months.","<p>So how many CCaC sessions do you need to complete, and how often? There are ten <a href=""/help/community-and-conduct/achology-code-character-conduct-ccac/"">Code of Character and Conduct</a> (CCaC) sessions in total: an introduction, plus one for each of <a href=""/help/community-and-conduct/nine-ccac-virtues/"">the nine virtues</a>. All ten are completed before you progress from Achologist to <a href=""/help/certificates-cpd-accreditation/achologist-adept/"">Achologist Adept</a>. After that you keep 8 of the 10 current within any rolling 12-month period.</p>
<h2>What one of these sessions is</h2>
<p>A CCaC session is not a lecture on being good. Each virtue is worked through with a set of reflection questions, so the session is really an honest examination of where you actually sit on that virtue, in the company of other members doing the same. Courage, for instance, is treated as the point between recklessness and cowardice, and the session asks which way you tend to lean.</p>
<p>The sessions run regularly through the year, and they are one of the many kinds of live event that are open every week to every member of Achology, alongside the training and coaching formats that <a href=""/help/events-and-mentorship/achology-live-events-types/"">the live events article</a> sets out in full.</p>
<h2>What ""keeping them current"" means</h2>
<p>Keeping 8 of your 10 CCaC sessions current is an ongoing requirement rather than a hurdle you clear once. Because compliance is measured across a rolling twelve months, sessions gradually drop out of the window as time passes, so staying compliant takes steady engagement rather than a single burst of attendance. Leaving too long a gap is where members find themselves falling short without having decided to.</p>
<p>Holding 8 of your 10 CCaC sessions current is what keeps <a href=""/help/community-and-conduct/ccac-green-red-status-mean/"">your status at green</a>. Falling below eight turns it red, which pauses progression until it is restored, though nothing already earned is lost.</p>
<h2>Why character is trained at all</h2>
<p>This is the part that explains the rest. Most professional training develops only what you can do. The CCaC exists because Achology also attends to who you are becoming while you learn, on the plain view that a capable practitioner with poor character helps nobody.</p>
<p>That is also why it repeats rather than completing. Character, in this account, is not knowledge you acquire once. It is built by examining yourself honestly, over time, with people who will be straight with you, which is exactly what a rolling requirement protects and a one-off course could not.</p>
<h2>Where it sits alongside everything else</h2>
<p>The CCaC is the character strand of the pathway. Its counterpart is the professional strand, kept current through <a href=""/help/certificates-cpd-accreditation/have-retake-code-ethics-training-every/"">annual Code of Ethics training</a>, and the two together are the ongoing compliance requirements at every level from Achologist Adept upward.</p>
<p>It is also one of <a href=""/help/community-and-conduct/difference-between-code-ethics-ccac-community/"">three separate codes</a>, which are easy to confuse: <a href=""/about/code-of-ethics/"">the Code of Ethics</a> governs professional practice, the CCaC develops character, and the Community Code of Conduct governs behaviour on the community platform.</p>
"
10030,ccac-green-red-status-mean,What do the green and red CCaC statuses indicate?,what do the green and red CCaC statuses indicate,green or red CCaC status,What Does a Green or Red CCaC Status Mean?,"A green or red CCaC status shows compliance. Green means 8 of 10 sessions are current within 12 months; red means fewer, and progress pauses.","<p>So what does a green or red CCaC status mean? They are the two states of your <a href=""/help/community-and-conduct/achology-code-character-conduct-ccac/"">Code of Character and Conduct</a> (CCaC) compliance. Green means at least 8 of your 10 Code of Character and Conduct sessions are current within a rolling 12-month period. Red means fewer than 8 are, and while you are red your progression on the pathway is paused until you restore it.</p>
<h2>How you move between the two</h2>
<p>Compliance is measured across a rolling twelve months rather than a fixed year, so <a href=""/help/community-and-conduct/many-ccac-sessions-need-complete-often/"">sessions drop out of the window</a> as time passes. Attend nothing for long enough and your count falls below eight on its own, without any decision having been made.</p>
<p>Coming back is the same mechanism in reverse. Attend enough sessions to bring the current count to eight or more and the status returns to green. There is no penalty period and no reapplication.</p>
<h2>What red actually stops, and what it does not</h2>
<p>Red pauses progression. It does not remove anything you have already earned, and it does not affect your access to <a href=""/courses/"">courses</a>, events or the community. Every credit and every level already verified stays exactly where it is.</p>
<p>What it means in practice is that further progress waits. Green status is a condition of advancing at every level from <a href=""/help/certificates-cpd-accreditation/achologist-adept/"">Achologist Adept</a> upward, sitting alongside <a href=""/help/certificates-cpd-accreditation/have-retake-code-ethics-training-every/"">annual Code of Ethics training</a> as the two ongoing compliance requirements.</p>
<h2>Why the status exists at all</h2>
<p>A status that can lapse is doing something a one-off <a href=""/certification/"">certificate</a> cannot. The Code of Character and Conduct treats character as built by examining yourself honestly, in good company, over time, so a member who worked through all ten virtue sessions three years ago and has not returned since is not in the same position as one who is still doing that work.</p>
<p>The colour is simply the visible form of that distinction. It keeps the character strand of the pathway a live commitment rather than something completed once and filed, which is the same reasoning behind the ethics training repeating annually and behind <a href=""/help/certificates-cpd-accreditation/have-each-year-keep-master-achologist/"">Master Achologist status having to be renewed each year</a>.</p>
<h2>Keeping it green without thinking about it</h2>
<p>The sessions run regularly through the year and are one of the many kinds of live event open every week to every member of Achology. Members who attend as a matter of routine rather than tracking a count rarely see red at all, and <a href=""/help/events-and-mentorship/choose-right-achology-event-level/"">choosing the right event for your level</a> helps if you are deciding where to spend your time.</p>
"
