lesson_key,course_number,section_order,lesson_number,lesson_name,standardised_question,transcript_word_count
012-024,012,1,24,Understanding Individual Responsibility and Empowerment,What does taking responsibility actually give a person?,4035
012-025,012,1,25,An In-Depth Exploration of 'Empathy' (Part 1),"What is empathy, and what regularly gets mistaken for it?",3071
012-026,012,1,26,An In-Depth Exploration of 'Empathy' (Part 2),How much of another person's feeling should you take on?,2218
012-027,012,1,27,Context for Visionary Goal Setting and Future Planning,How does a lifetime's ambition connect to this week's task?,2154
012-028,012,1,28,The ‘Sarah’ Session: Exploring the Problem (Demo Part 1),How do you turn wanting to change the world into something you can start?,1344
012-029,012,1,29,The ‘Sarah’ Session: Setting Priorities & Action Steps (Part 2),Which part of a system that does not work are you going to fix?,5389
012-030,012,1,30,The ‘Sarah’ Session: Demonstration Deconstruction,Why is your greatest frustration a better guide than your ambition?,762
012-031,012,1,31,Further Reflections Upon the Skilled Helping Process,Do the three stages always have to run in order?,1642
012-032,012,1,32,Interview with Gerard Egan: The Traits of a Skilled Helper,What does a practitioner have to develop in order to help somebody well?,2876
012-033,012,1,33,Interview with Gerard Egan: The 'Shadow Side' of Humanity,"What is the shadow side, and why does it matter in helping work?",3695
012-034,012,1,34,Interview with G. Egan: When Honesty Isn't the Best Policy,Is a helper ever right to hold something back?,2174
012-035,012,1,35,Interview with Gerard Egan: Why Values and Cultures Collide,Whose culture is actually in the room when you help somebody?,2847
012-036,012,1,36,Guide to Self-Evaluation: The Wisdom of Challenging,When is the right moment to challenge somebody?,2077
012-037,012,1,37,Gerry Egan's Top 10 Tips for Effective Goal Setting,What separates a goal you can act on from a wish?,4861
012-038,012,1,38,The ‘Alec’ Session: Exploring the Problem (Demo Part 1),What has to be understood before a plan is worth making?,931
012-039,012,1,39,The ‘Alec’ Session: Setting Priorities & Action Steps (Part 2),How do you tell a client's real priorities from their loudest ones?,3441
012-040,012,1,40,The ‘Alec’ Session: Demonstration Deconstruction,What does a client actually take away from a session?,1336
012-041,012,1,41,How Skilled Helping is Rarely a '1-Size-Fits-All' Approach,Should every helping conversation look the same?,1221
012-042,012,1,42,Self-Disclosure and Increasing Your Conversational Capacity,How much can you actually change another person?,3676
012-043,012,1,43,An Abstract Approach to Evaluating Life Balance,What do you do when somebody cannot say what is wrong?,2227
012-044,012,1,44,The Four Different Categories of Idea (ἰδέα),What is a skilled helper actually responsible for?,3850
012-045,012,1,45,A Model for Bringing All Vision to Fruition,How does a vision become something you are actually doing?,2796
012-046,012,1,46,The ‘Cosmina’ Session: Exploring the Problem (Demo Part 1),Why does the first stage get repeated with every single client?,1973
012-047,012,,47,The ‘Cosmina’ Session: Setting Priorities & Action Steps (Pt 2),What turns a defined problem into a first move?,2297
012-048,012,1,48,The ‘Cosmina’ Session: Demonstration Deconstruction,What is worth reviewing once a session has ended?,1341
012-049,012,,49,The Common Problems that Accompany Setting Goals,Why do so many goals never get anywhere?,2356
012-050,012,1,50,A High-Level Overview and End-of-Course Challenge,What does the whole model look like from a distance?,660
012-051,012,1,51,Recommended Reads to Support Your Further Study,What is worth reading once the course is over?,2425
013-001,013,1,1,Introduction to the Hypnotherapy Practitioner Course,What does a practitioner course in hypnotherapy have to give you?,854
013-002,013,1,2,What is Hypnosis: Introducing Hypnotherapy and Trance,What actually happens to somebody under hypnosis?,1237
013-003,013,1,3,The Alternative Variations of Trance (Up/Down Trance),Are all trance states the same kind of state?,1767
013-004,013,1,4,"The 3 Ways People See: Head, Heart and Intuition",Which part of you is making your decisions?,2675
013-005,013,1,5,Understanding Perception: The 5 Ways We All Perceive,"Do we see the world as it is, or as we make it?",3441
013-006,013,1,6,Representational Processing (the Internal Experience),How does the same information arrive differently in different heads?,2516
013-007,013,1,7,Creating Channels of Influence Within the Human Mind,How do you change somebody's thinking without pushing?,2022
013-008,013,1,8,G. Egan's Factors that Limit Listening and Learning (Part 1),What gets in the way of listening and learning?,3280
013-009,013,1,9,G. Egan's Factors that Limit Listening and Learning (Part 2),How do you work on something you cannot see yourself doing?,2626
013-010,013,1,10,Common Myths About Hypnotherapy (Explained & Debunked),What is hypnotherapy actually not?,2757
013-011,013,1,11,Using Hypnosis: The Three Main Elements of the Process,What are the three stages of a hypnosis session?,3014
013-012,013,1,12,Demonstration: The 'Power' Phrase (Simple Inductions),How can a few repeated words bring somebody into trance?,1821
013-013,013,1,13,Four Categories of Goal (Defining Positive Motivations) Part 1,What kind of goal are you actually setting?,2354
013-014,013,1,14,Four Categories of Goal (Defining Positive Motivations) Part 2,Why does it matter which category your goal belongs to?,2349
013-015,013,1,15,Understanding Trance-Logic and End of Section Wrap-Up,How can somebody hold two contradictory ideas at once?,3348
013-016,013,2,16,The History of Dormez (The Evolution of Hypnosis),Who built hypnosis into what it is today?,2128
013-017,013,2,17,Sigmund Freud: Presenting a Brief History of Hypnotherapy,How far back does the therapeutic use of trance actually go?,392
013-018,013,2,18,Freud's Unconscious Mind Model (and Iceberg Theory),How much of your own mind can you actually see?,2815
013-019,013,2,19,The Purpose of Hypnosis (Bypassing the Critical Factor),"What is the critical factor, and why get past it?",2513
013-020,013,2,20,Plato's Cave: A Lesson about the True Nature of Reality,How much of what you take for reality is a shadow of it?,2333
013-021,013,2,21,Understanding Freud's Defence Mechanisms (Part 1),What does the mind do when it cannot face something?,2391
013-022,013,2,22,Understanding Freud's Defence Mechanisms (Part 2),Which defences cost more than they protect?,2480
013-023,013,2,23,Surface Structure Versus. Deep Structure Thinking,Are you attending to what is said or to what it means?,3674
013-024,013,2,24,Reflection Qu 1: How Deep Structured is Your Listening?,Have you ever examined the quality of your own thoughts?,524
013-025,013,2,25,Reflection Qu 2: Essential Attributes of a Hypnosis Practitioner,How does your own mindset shape the work you do?,875
013-026,013,2,26,Reflection Qu 3: How Critical is Your Critical Factor?,Can you help somebody past a filter you have never examined in yourself?,757
013-027,013,2,27,Brain Wave Cycles (& What Happens in Hypnosis),What is your brain doing differently in hypnosis?,2456
013-028,013,2,28,Demonstration: The 'Drop Down Through' Technique,What do you do when an emotion will not shift?,2271
013-029,013,2,29,The Three Dimensions of Personal Transformation,Where does real change in a person actually happen?,3160
013-030,013,2,30,The Search for Truth: A Metaphoric Experience,What are people actually looking for when they look for truth?,1451
013-031,013,2,31,Identifying Those People Who Are Receptive to Change,Who should a practitioner agree to work with?,2940
013-032,013,3,32,An Introduction to the Hypnotic Induction Process,What is an induction actually for?,3078
013-033,013,3,33,The Hypnotic Induction Process (A Demonstration),What does an induction sound like when it is done well?,1584
013-034,013,3,34,Hypnotic Induction Process (Demonstration Deconstruction),What is worth saying after an induction has finished?,973
013-035,013,3,35,The Inductive Experience: How Responsive Are You?,"How responsive are you, and how would you know?",1325
013-036,013,3,36,SMOLER Non-Verbal Communication (From G. Egan's SOLAR),What is your body saying while you listen?,1934
013-037,013,3,37,An Introduction to Foveal and Peripheral Vision,Why does the centre of your vision look so much sharper?,1416
013-038,013,3,38,The Peripheral Hypnotic Induction (A Demonstration),Can changing how you look change the state you are in?,1631
013-039,013,3,39,Dissociation Inductions (Repositioning and Outstepping),How often do you dissociate without noticing?,2045
013-040,013,3,40,The Repositioning Induction Method (A Demonstration),Is there a correct way to carry out an induction?,1786
013-041,013,3,41,An Honest Discussion About Living Life 'Dissociated',What does it cost to live at a distance from your own life?,1219
013-042,013,3,42,The Outstepping Induction Method (A Demonstration),What sets one induction method apart from another?,2017
013-043,013,3,43,Future Pacing and Deepening Techniques: Part 1,How do you help a client feel a change before they have made it?,2832
013-044,013,3,44,Future Pacing and Deepening Techniques: Part 2,When in a session should future pacing be used?,2209
013-045,013,3,45,Future Pacing Demonstration (and Deconstruction),What does future pacing look like inside a real session?,2312
013-046,013,3,46,End of Section Three Wrap-Up and Summary,What has the third section actually established?,2738
013-047,013,4,47,Therapeutic Communication Skills: Dialogue vs. Monologue,What separates a conversation from a performance?,2531
013-048,013,4,48,Self Awareness: The Foundations for Healthy Connection,What does self-awareness actually make possible?,2020
013-049,013,4,49,Non-Verbal Behaviour as a Channel of Communication (Part 1),How much of a message never gets spoken?,2978
013-050,013,4,50,Non-Verbal Behaviour as a Channel of Communication (Part 2),Can you read somebody's non-verbal signals reliably?,3018
013-051,013,4,51,The Most Powerful Communication Skill of Them All,Which communication skill gets overlooked most often?,no speech
013-052,013,4,52,Communicating with Non-Verbal Responses (Demonstration),What are you communicating when you are not the one talking?,1603
013-053,013,4,53,Tuning In: The Basis for Trust-Based Interactions (Part 1),Do you actually know what you are paying attention to?,2357
013-054,013,4,54,Tuning In: The Basis for Trust-Based Interactions (Part 2),How do you begin reconnecting with yourself?,2346
013-055,013,4,55,Tuning In: The Self-Awareness Communications Checklist,Whose self-awareness matters most in a session?,1647
013-056,013,4,56,Pacing and Leading: The Levels of Active Listening (Part 1),How do you guide somebody without pushing them?,2298
013-057,013,4,57,Pacing and Leading: The Levels of Active Listening (Part 2),What happens if you try to lead before you have paced?,2095
013-058,013,4,58,Earning Trust: The Foundations for Developing Rapport,How is trust actually built between two people?,3490
013-059,013,4,59,Core Hypno-therapeutic Communication Skills (Part 1),Which four skills carry a therapeutic conversation?,2132
013-060,013,4,60,Core Hypno-therapeutic Communication Skills (Part 2),How do the four core skills work together?,2254
013-061,013,4,61,Hypno-therapeutic Communication Skills Demonstration (Part 1),Why do communication skills matter more than technique?,1494
013-062,013,4,62,Hypno-therapeutic Communication Skills Demonstration (Part 2),What can you take from a demonstration and use immediately?,1177
013-063,013,4,63,Hypno-therapeutic Skills Demonstration Deconstruction,What does it mean to deconstruct a conversation?,1984
013-064,013,4,64,Fractionation (Why Everything's Easier the 2nd Time Around),Why is it easier to go into trance the second time?,2873
013-065,013,4,65,The Practice of Fractionation: Further Distinctions,What does fractionation mean outside a hypnotherapy room?,1122
013-066,013,4,66,The Milton Model: Chunking Up and Down Explanation,How do you move a conversation between the general and the specific?,702
013-067,013,4,67,The Milton Model: Chunking Up and Down (A Demonstration),What does chunking sound like in an actual exchange?,2479
013-068,013,4,68,Understanding Self: Revisiting the Thinking/Feeling Iceberg,How do the conscious and unconscious minds actually relate?,866
013-069,013,4,69,Modal Operators and How to Listen for Beliefs (Part 1),What do words like must and can reveal about a belief?,2473
013-070,013,4,70,Modal Operators and How to Listen for Beliefs (Part 2),How do you listen for a belief a person has never stated?,2104
013-071,013,4,71,Word -> Word -> A Guide to Using Intonation Patterns,How does pitch change the meaning of the same words?,1594
013-072,013,4,72,Intonation Patterns and Causal Linkage in Practice (Part 1),How does one thing said lead to the next?,1615
013-073,013,4,73,Intonation Patterns and Causal Linkage in Practice (Part 2),Can you tell which of your words produced the response you got?,1813
013-074,013,5,74,An Introduction to Hypnotic 'Change Work' Patterns,Can a deep-seated habit really change quickly?,1497
013-075,013,5,75,Questioning the Rational Emotive (A Demonstration) Part 1,Why is a good question worth more than a good answer?,2189
013-076,013,5,76,Questioning the Rational Emotive (A Demonstration) Part 2,How do you use questions to change the way somebody thinks?,2242
013-077,013,5,77,Questions to Help People Identify Their Limiting Beliefs,How do you find a belief somebody takes for fact?,1065
013-078,013,5,78,Questioning Modal Operators and Beliefs (A Demonstration),What kind of question sets somebody free from a belief?,1760
013-079,013,5,79,Questioning Beliefs (Demonstration Deconstruction),What was actually happening in that questioning demonstration?,1085
013-080,013,5,80,The 'Parts Integration' (for Managing Internal Conflicts),What do you do when somebody is at war with themselves?,1097
013-081,013,5,81,The 'Parts Integration' (Conversation Demonstration),What happens when two parts of you want different things?,2710
013-082,013,5,82,The 'Parts Integration' (Demonstration Deconstruction),"How does parts integration actually work, step by step?",2454
013-083,013,5,83,Time-Line Interventions (or Regression Re-Imprinting),Can changing how you see your past change what you do next?,2198
013-084,013,5,84,Self-Reflection Exercise: How Present is Your Past?,How much of your present is actually your past?,2188
013-085,013,5,85,Time-Line Interventions (Process Demonstration) Part 1,What does a full timeline intervention look like from the inside?,2105
013-086,013,5,86,Time-Line Interventions (Process Demonstration) Part 2,What changes once somebody sees where a belief came from?,1912
013-087,013,5,87,Time-Line Intervention (The Demonstration Deconstruction),Why did each step of that intervention come where it did?,2458
013-088,013,5,88,"Time-Line for Smoking, Addictions & Other Destructive Habits",Where does a habit like smoking actually begin?,2254
013-089,013,5,89,"The ① Head ② Heart, and ③ Gut Hypnotic Technique",Which part of you should be making the decision?,1837
013-090,013,5,90,The Head-Heart-Gut (Demonstration & Deconstruction) Part 1,Why do we trust the head and distrust the other two?,2252
013-091,013,5,91,The Head-Heart-Gut (Demonstration & Deconstruction) Part 2,What does a decision look like once all three agree?,2471
013-092,013,6,92,A Complete Overview of the Hypnotherapy Process,What does the whole hypnotherapy process look like end to end?,1663
013-093,013,6,93,An Introduction to the 'Cinzia' Demonstration Sessions,Why is watching a real session so hard to come by?,761
013-094,013,6,94,Hypnotherapy Process: An Initial Consultation Session (#1),What actually happens in a first hypnotherapy consultation?,3299
013-095,013,6,95,The Cinzia Sessions: Initial Consultation (Deconstruction),What is worth reviewing after a first meeting?,2303
013-096,013,6,96,Plan a Sequence of Sessions (Looking Over Kain's Shoulder),How do you plan a series of sessions before the first one?,2621
013-097,013,6,97,The Cinzia Sessions: The First Focused Conversation,What does an unscripted therapeutic conversation sound like?,5090
013-098,013,6,98,The Cinzia Sessions: Session #1 Deconstruction,What did the client take from that first session?,2108
013-099,013,6,99,The Cinzia Sessions: The Second Focused Conversation,What changes between a first session and a second?,3124
013-100,013,6,100,The Cinzia Sessions: The Third Focused Conversation,How does a thread get picked up across sessions?,5047
013-101,013,6,101,The Cinzia Sessions: The Fourth Focused Conversation,What depth becomes available by a fourth conversation?,6832
013-102,013,6,102,The Cinzia Sessions: Session #4 Deconstruction,How far has the client come by the fourth session?,2220
013-103,013,6,103,An Honest Evaluation of We've Achieved so Far,What has actually been covered so far?,945
013-104,013,6,104,The Cinzia Sessions: The Fifth Focused Conversation (#5),What is a final working session actually for?,3808
013-105,013,6,105,The Cinzia Sessions: Final Discussion and Deconstruction,What comes after watching somebody else's sessions?,2913
013-106,013,7,106,"Introducing Storytelling, Learning, Metaphors and Parables",Why do stories teach better than explanations?,1955
013-107,013,7,107,The Man in the Hole Metaphor (Client Relatability),How can a picture do what an explanation cannot?,2000
013-108,013,7,108,Everyone's been the ‘Man in the Hole’ (Self Disclosure),How much of yourself should you share with a client?,2770
013-109,013,7,109,The Different Types of Story (The Cave Analogy),Are all metaphors doing the same job?,3204
013-110,013,7,110,An Introduction to Parables (The Ten Bridesmaids),How does a simple story carry a large lesson?,2060
013-111,013,7,111,Multi-Embedded Metaphors (Have an Experience),What happens when one metaphor sits inside another?,3868
013-112,013,7,112,Multi-Embedded Metaphors (The Explanation),Why would you deliberately leave three stories unfinished?,1524
013-113,013,7,113,The Power of Honesty and Self-Disclosure,Are some things better left unsaid?,4232
013-114,013,7,114,Isomorphism Through Stories and Reflections,How do you explain something nobody has experienced?,2059
013-115,013,7,115,Isomorphism: Further Distinctions (The Haiti Story),What is the difference between a parallel and a metaphor?,3103
013-116,013,7,116,Open Loops and Leaving Cliffhangers: That's Life!,Why can you not stop thinking about an unfinished story?,3387
013-117,013,8,117,Recommended Reads to Support Your Further Study,Where should your reading go after this course?,1721
013-118,013,8,118,"Closing Remarks and Feedback from Kain, Cinzia and Karen",What have you actually gained by the end of this course?,3037
014-001,014,1,1,Introduction to the Counselling Practitioner Course,"What is counselling, and what is it not?",1642
014-002,014,1,2,The Purpose of Person-Centred Counselling,What is a non-judgmental space actually for?,2038
014-003,014,1,3,Where Do the Ideas in Counselling Come From?,Where did counselling get its ideas?,3355
014-004,014,1,4,The Eight Levels of Human Relatability (Part 1),What makes somebody easy to relate to?,3033
014-005,014,1,5,The Eight Levels of Human Relatability (Part 2),Can you connect with somebody you have nothing in common with?,2278
014-006,014,1,6,Understanding Discrimination: A Self-Awareness Exercise,How much does your own bias shape what you see in a client?,1822
014-007,014,1,7,The Iceberg Concept for Understanding Culture (Part 1),How much of a culture can you actually see?,3398
014-008,014,1,8,The Iceberg Concept for Understanding Culture (Part 2),What happens when you judge a culture by its surface?,2434
014-009,014,1,9,Judgement: The Dimensions of Personal Prejudice,Where does prejudice actually come from?,3381
014-010,014,1,10,Presenting the Frame of Reference (Perspective),What decides how a person interprets what happens to them?,2992
014-011,014,1,11,The Cornerstones of Counselling Psychology (Part 1),What is a person-centred approach built on?,3265
014-012,014,1,12,The Cornerstones of Counselling Psychology (Part 2),Why does the client find the solution rather than the counsellor?,2244
014-013,014,1,13,The Cornerstones of Counselling Psychology (Part 3),What does a client actually leave with?,1695
014-014,014,1,14,The Johari Window: Identifying Your Blind Spots (Part 1),What do other people know about you that you do not?,2964
014-015,014,1,15,The Johari Window: Identifying Your Blind Spots (Part 2),How do you shrink the part of yourself you cannot see?,1889
014-016,014,1,16,"Humanism, Carl Rogers, and His Three 'Core Conditions'",What did Carl Rogers say a helping relationship needs?,3212
014-017,014,2,17,Aristotle's Nicomachean Set of Ethical Questions (Part 1),What can a two thousand year old ethics text do for a counsellor?,3340
014-018,014,2,18,Aristotle's Nicomachean Set of Ethical Questions (Part 2),How do you help somebody examine a decision without judging it?,2781
014-019,014,2,19,Person-Centred: How People See and Interpret Life (Part 1),How many ways are there of seeing the same thing?,1992
014-020,014,2,20,Person-Centred: How People See and Interpret Life (Part 2),Which way of seeing does a counsellor need most?,1842
014-021,014,2,21,Humanism: A Guide to Understanding the Human Mind,How many minds are you actually working with?,3796
014-022,014,2,22,Humanism: The Human Givens Framework (Part 1),What does every person need in order to thrive?,3156
014-023,014,2,23,Humanism: The Human Givens Framework (Part 2),What resources does a person already have to meet those needs?,3422
014-024,014,2,24,Humanism: The Human Givens Framework (Part 3),What happens when those needs go unmet?,1845
014-025,014,2,25,Humanism: Finding a Sense of Meaning & Purpose (Part 1),Can suffering have a purpose?,3138
014-026,014,2,26,Humanism: Finding a Sense of Meaning & Purpose (Part 2),What if the emptiness is not an illness?,2222
014-027,014,2,27,How is the Past Holding You Back from the Present?,When does reflecting on your past stop helping?,2114
014-028,014,2,28,Heart/Soil Types: A Metaphor for Understanding People,Why does the same advice take root in one person and not another?,3300
014-029,014,2,29,Heart/Soil Types Metaphor: Further Distinctions,How do you tell what kind of ground a client is standing on?,2195
014-030,014,2,30,Pre-assumptions of Person Centred Counselling (Part 1),Is there a dependency hidden inside the therapy room?,3484
014-031,014,2,31,Pre-assumptions of Person Centred Counselling (Part 2),How do you help somebody without making them need you?,1983
014-032,014,2,32,Self-Awareness Exercise: Exploring Your Beliefs (Part 1),"Are your beliefs true, or just yours?",3694
014-033,014,2,33,Self-Awareness Exercise: Exploring Your Beliefs (Part 2),What does it cost to hold a belief that no longer fits?,2537
014-034,014,2,34,Self-Awareness Exercise: Exploring Your Beliefs (Part 3),Why are beliefs so often unreliable?,2288
014-035,014,2,35,The Psychology of Understanding the 'Self' (Part 1),What is the difference between all these words about the self?,2454
014-036,014,2,36,The Psychology of Understanding the 'Self'  (Part 2),Which one do you work on first?,2077
014-037,014,2,37,The Psychology of Understanding the 'Self'  (Part 3),What does understanding the self actually give a person?,2587
014-038,014,2,38,The Core Ingredients of a Therapeutic Relationship (Part 1),What makes a counselling relationship actually work?,2727
014-039,014,2,39,The Core Ingredients of a Therapeutic Relationship (Part 2),Do these attitudes only matter in a counselling room?,2936
014-040,014,2,40,Psychoanalysis: Freud's Iceberg Theory of the Mind,How much of the mind is actually below the surface?,3264
014-041,014,2,41,"Psychoanalysis: Freud's ID, Ego & SuperEgo Theory",What are the three parts of the psyche arguing about?,2454
014-042,014,2,42,Defence Mechanisms: The Mind's Protection (Part 1),How does the mind protect itself from what it cannot face?,3334
014-043,014,2,43,Defence Mechanisms: The Mind's Protection (Part 2),What does it cost not to notice your own defences?,2542
014-044,014,2,44,Defence Mechanisms: The Mind's Protection (Part 3),Why does the mind need defending in the first place?,2370
014-045,014,2,45,End of Section 2 Summary and Wrap-Up,What has the first half of this course established?,1743
014-046,014,3,46,Know Thyself: Self-Perception Self-Assessment (Part 1),Where does improving the world actually start?,3350
014-047,014,3,47,Know Thyself: Self-Perception Self-Assessment (Part 2a),Why does a counsellor need self-awareness before anything else?,3484
014-048,014,3,48,Know Thyself: Self-Perception Self-Assessment (Part 2b),Which of your own biases would a client notice first?,3187
014-049,014,3,49,The Roadblocks to Listening & Understanding (Part 1),What stops you understanding what somebody is telling you?,2694
014-050,014,3,50,The Roadblocks to Listening & Understanding (Part 2),Which of the roadblocks is hardest to catch in yourself?,2343
014-051,014,3,51,The Roadblocks to Listening & Understanding (Part 3),How do you actually get past these obstacles?,2731
014-052,014,3,52,Larry Crabb Model for Understanding People (Part 1),How many levels is a person operating on at once?,3540
014-053,014,3,53,Larry Crabb Model for Understanding People (Part 2),Why does a problem at one level show up at another?,3498
014-054,014,3,54,Larry Crabb Model for Understanding People (Part 3),What does the model give you that a description does not?,2705
014-055,014,3,55,Understanding People: Further Distinctions and Exercise,How do you understand somebody whose life is nothing like yours?,3435
014-056,014,3,56,The Differences Between Death and Life (An Exercise),Have you ever thought about what life and death mean to you?,2396
014-057,014,3,57,Shifting From Negative to the Positive (A Demonstration),Why does motivation keep disappearing?,2283
014-058,014,3,58,From Negative to Positive (Demonstration Deconstruction),What is really driving somebody's daily choices?,2155
014-059,014,3,59,Putting the Larry Crabb Model Into Practice (Part 1),What is a counselling model built on personal values?,2232
014-060,014,3,60,Putting the Larry Crabb Model Into Practice (Part 2),Why treat the cause rather than the complaint?,1547
014-061,014,3,61,The Larry Crabb Model in Action (Demonstration Deconstruction),What does a client notice that the counsellor does not?,2430
014-062,014,3,62,Section Summary & Human Experience Overview (Part 1),Whose version of reality are you actually living in?,2915
014-063,014,3,63,Section Summary & Human Experience Overview (Part 2),What does it mean for counselling that everyone sees differently?,2777
014-064,014,4,64,An Introduction to Psychology-Based Counselling Theory,How many kinds of counselling are there?,2038
014-065,014,4,65,The Philosophical Underpinnings of Counselling Practice,Is counselling a psychological practice or a philosophical one?,2654
014-066,014,4,66,I  → Thou: Martin Buber + the Philosophy of Dialogue,What if human existence is fundamentally about relationship?,2243
014-067,014,4,67,Six Conditions for Therapeutic Change (Expanded) Part 1,What has to be present before therapy can work at all?,2212
014-068,014,4,68,Six Conditions for Therapeutic Change (Expanded) Part 2,Why is the sixth condition the one that decides the rest?,2083
014-069,014,4,69,Abraham Maslow: Early Psychology of Motivation (Part 1),What actually motivates a person?,2884
014-070,014,4,70,Abraham Maslow: Early Psychology of Motivation (Part 2),Why is it useful to know which level somebody is on?,2525
014-071,014,4,71,Demonstration: A Conversation Centred on Core Values,Why should a counsellor examine their own values first?,2829
014-072,014,4,72,Psychoanalysis: Transactional Analysis and the 3 Ego States,Which version of you is speaking right now?,3170
014-073,014,4,73,Psychoanalysis: Ego States Discussion and Demonstration,What do the three ego states look like in an ordinary exchange?,2825
014-074,014,4,74,Psychoanalysis: Ego States Demonstration Deconstruction,How do ego states actually show up in a live conversation?,1467
014-075,014,4,75,"Transference, Counter Transference and Parallel Process",Whose feelings are actually in the room?,2187
014-076,014,4,76,Phenomenology: Inaccurate Perceptions and Bee Stings,How would you know your own feelings had entered a session?,3487
014-077,014,4,77,The Six Stage Cycle of Individual Change (Part 1),Why do people go round in circles when they try to change?,2295
014-078,014,4,78,The Six Stage Cycle of Individual Change (Part 2),Does a relapse mean starting again from the beginning?,2285
014-079,014,4,79,Differences Between Dependency and Codependency (Part 1),What is the difference between depending on somebody and codependency?,2678
014-080,014,4,80,Differences Between Dependency and Codependency (Part 2),How does either one show up between a counsellor and a client?,1633
014-081,014,4,81,"Ontology: The Study of Existence, Reality & Identity (Part 1)",What does it actually mean to be somebody?,2800
014-082,014,4,82,"Ontology: The Study of Existence, Reality & Identity (Part 2)",Why does a counsellor need a philosophy of identity?,2304
014-083,014,4,83,Introducing Behaviourism: Calibrating on Behaviour,What can you actually know about another person?,3295
014-084,014,4,84,How Theory Informs Counselling Practice (Demonstration),What is counselling theory actually for?,2300
014-085,014,4,85,Behaviourism: Previous Demonstration Deconstruction,What was actually happening in that exercise?,2404
014-086,014,4,86,Cognitive and Behavioural: Self-Awareness Questions (Part 1),How do you actually build self-awareness?,2411
014-087,014,4,87,Cognitive and Behavioural: Self-Awareness Questions (Part 2),Which questions do you avoid answering honestly?,2290
014-088,014,4,88,The Thought Investigation Model (Adapted from CBT),How much of what you feel is decided by what you think?,3180
014-089,014,4,89,The Thought Investigation Model (A Demonstration),How do you assess the quality of somebody's thinking?,3361
014-090,014,4,90,The Cognitive Experiential Model (Basic CBT Model),"How do thoughts, feelings and behaviour act on each other?",3379
014-091,014,4,91,CBT: The Advanced Cognitive Experiential Model (Part 1),Is there a gap between what happens and how you feel about it?,2308
014-092,014,4,92,CBT: The Advanced Cognitive Experiential Model (Part 2),What can you do with the space once you can see it?,1885
014-093,014,4,93,The ABCs of CBT (A Cognitive Interpretation Model),How do you trace a reaction back to the belief behind it?,3048
014-094,014,4,94,A Guide to Disputing False and Inaccurate Beliefs,How do you argue with a belief that feels like a fact?,1889
014-095,014,4,95,The Disputation of Inaccurate Beliefs (Demonstration),"Are you disturbed by what happened, or by your view of it?",2729
014-096,014,4,96,Cognitive Distortions and Patterns of Unhelpful Thinking (Part 1),Which thinking habits quietly distort reality?,3197
014-097,014,4,97,Cognitive Distortions and Patterns of Unhelpful Thinking (Part 2),How do you catch a distortion while it is happening?,2704
014-098,014,4,98,The Natural Order of Human Emotion & Section Wrap-Up,Should your emotions lead or follow?,3456
014-099,014,5,99,The 3 Phases Common to (Most) Counselling Models,What do nearly all counselling models have in common?,2738
014-100,014,5,100,The Counselling Journey & Counsellee Experience (Part 1),What does counselling look like from the client's side?,2036
014-101,014,5,101,The Counselling Journey & Counsellee Experience (Part 2),What happens at the end of a counselling relationship?,1990
014-102,014,5,102,Phase 1: Relationship Building Skills and Exploration,What has to happen before anything else in a session?,3180
014-103,014,5,103,Phase 1: Demonstration and Deconstruction (Part 1),What does the first phase look like when it is done properly?,1896
014-104,014,5,104,Phase 1: Demonstration and Deconstruction (Part 2),How does exploration turn into a plan?,1415
014-105,014,5,105,Phase 1: Advanced People and Communication Skills,Which skills do the most work in a session?,2171
014-106,014,5,106,The Hierarchy of Ideas (Conversational Chunking),How do you match a conversation to the level somebody is thinking at?,1819
014-107,014,5,107,The Conversational Chunking Framework Demonstration,What does moving between levels sound like in practice?,2039
014-108,014,5,108,The Art of Practicing Silence: Self-Reflection Exercise,Why is a pause so hard to leave alone?,1703
014-109,014,5,109,Critical Reflection: Putting You On The Spot,When did you last stop and examine your own practice?,1515
014-110,014,5,110,Empathic Relatability: Putting You On the Spot (Exercise),What does empathy actually require of you?,1281
014-111,014,5,111,How to Initiate Healthy Discussions: Icebreakers,How do you start a conversation somebody is nervous about?,3838
014-112,014,5,112,Initiating New or Healthy Discussions (A Demonstration),How do you make starting a conversation feel natural?,1641
014-113,014,5,113,The Exploration Phase in Action (Demonstration: Part 1),What does building rapport actually look like?,2843
014-114,014,5,114,The Exploration Phase in Action (Demonstration: Part 2),How does rapport turn into real understanding?,2322
014-115,014,5,115,The Exploration Phase (Demonstration Deconstruction),What is the exploration phase actually trying to achieve?,1237
014-116,014,5,116,Alfred Adler: The Purpose of Skills in Therapy (Part 1),"Who was Alfred Adler, and why did he break with Freud?",1825
014-117,014,5,117,Alfred Adler: The Purpose of Skills in Therapy (Part 2),What did Adler think therapy was supposed to do?,1699
014-118,014,5,118,The 'Broadening Perspective' Phase of Counselling (Part 1),How do you help somebody see their situation differently?,2771
014-119,014,5,119,The 'Broadening Perspective' Phase of Counselling (Part 2),"Which approach do you reach for, and when?",2153
014-120,014,5,120,What Are the Differences Between Open & Closed Questions?,When is a closed question the right one?,2405
014-121,014,5,121,Exploring the Contrast Between Open and Closed Questions,What has your habit of questioning done to your relationships?,3292
